Date,SP Close,DAL Close,AAL Close,BLU Close,CCL Close,NCLH Close,RCL Close,MAR Close,HLT Close,PK Close,XOM Close,CVX Close,BP Close,DIS Close,NFLX Close,CNK Close,PG Close,JNJ Close,NSRGY Close,ZM Close,MSFT Close,LOGM Close,FB Close,TWTR Close,SNAP Close
2/12/2019,2744.72998,49.889999,35.75,17.889999,56.57,51.82,116.290001,114.739998,74.32,29.08,75.400002,118.720001,42.419998,109.199997,359.970001,36.450001,99.260002,134.160004,85.790001,0,106.889999,96.029999,165.039993,30.389999,8.8
2/13/2019,2753.030029,50.41,36.209999,18.049999,57.049999,52.540001,117.839996,118.860001,79.370003,29.91,76.25,119.57,42.639999,110.199997,351.769989,36.810001,99.239998,134.449997,85.800003,0,106.809998,96.199997,164.070007,31.120001,9.07
2/14/2019,2745.72998,50.48,36.110001,18.08,57.099998,52.189999,117.220001,118.620003,80.160004,29.82,76.269997,118.160004,41.869999,110.660004,359.070007,37.189999,98.459999,134.309998,87.550003,0,106.900002,95.940002,163.949997,30.959999,9.19
2/15/2019,2775.600098,51.080002,35.049999,17.959999,57.25,53.029999,117.970001,121.050003,81.75,30.27,77.709999,119.349998,42.290001,112.589996,356.869995,37.310001,98.480003,136.380005,88.82,0,108.220001,82.870003,162.5,31.23,9.12
2/19/2019,2779.76001,51.82,35.470001,17.93,58.299999,53.380001,119.360001,122.029999,81.389999,30.01,78.230003,119.309998,42.380001,113.510002,361.920013,36.77,99.989998,135.690002,89.260002,0,108.169998,83,162.289993,31.65,9.28
2/20/2019,2784.699951,51.240002,35.060001,17.559999,58.849998,53.700001,120.830002,126.970001,83.339996,30.85,78.529999,120.279999,42.48,113.68,359.910004,37.16,99.279999,136.350006,90.540001,0,107.150002,82.269997,162.559998,31.370001,9.24
2/21/2019,2774.879883,51.48,34.98,17.49,58.27,55.52,120.970001,127.370003,83.25,31.549999,77.82,119.139999,42.290001,114.290001,356.970001,36.900002,99.779999,135.419998,91.629997,0,109.410004,83.300003,160.039993,30.76,9.39
2/22/2019,2792.669922,51.52,35.490002,17.219999,58.82,55.349998,120.93,128.839996,85.029999,32.029999,78.419998,119.389999,42.459999,115.25,363.019989,38.290001,100.25,136.600006,91.040001,0,110.970001,82.849998,161.889999,31.709999,9.71
2/25/2019,2796.110107,51.41,35.900002,17.25,58.57,55.939999,120.559998,128.479996,83.550003,31.629999,78.5,119.620003,42.509998,113.589996,363.910004,37.889999,99.57,136.199997,91,0,111.589996,82.330002,164.619995,31.99,10.12
2/26/2019,2793.899902,51.119999,36.25,17.18,58.25,55.57,119.660004,128.570007,83.489998,31.360001,78.660004,119.940002,42.52,113.5,364.970001,37.139999,99.830002,136.110001,91.099998,0,112.360001,79.489998,164.130005,31.01,10.08
2/27/2019,2792.379883,50.43,35.689999,16.9,57.68,54.919998,118.459999,126.93,83.489998,30.809999,79.470001,120.080002,42.84,112.779999,362.869995,37.889999,98.910004,135.869995,89.980003,0,112.169998,80.650002,162.809998,30.41,9.81
2/28/2019,2784.48999,49.580002,35.630001,16.700001,57.759998,55.529999,118.480003,125.269997,83.099998,31.24,79.029999,119.580002,42.650002,112.839996,358.100006,37.630001,98.550003,136.639999,90.330002,0,112.029999,79.440002,161.449997,30.780001,9.8
3/1/2019,2803.689941,48.959999,34.639999,16.93,57.84,55.27,119.029999,124.449997,83.779999,31.5,80,122.029999,42.580002,114.010002,357.320007,38.490002,98.440002,138.350006,90.760002,0,112.529999,81.489998,162.279999,30.620001,9.8
3/4/2019,2792.810059,48.790001,33.720001,16.559999,56.560001,54.599998,117.68,123.940002,83.379997,31.780001,80.309998,122.120003,42.639999,114.330002,351.040009,39.189999,98.870003,138.479996,90.949997,0,112.260002,81.800003,167.369995,30.5,9.92
3/5/2019,2789.649902,49.720001,33.23,16.43,57.110001,55.450001,119.410004,125.220001,84.010002,31.530001,80.190002,123.290001,42.740002,114,354.299988,39.240002,99.089996,138.770004,91.629997,0,111.699997,81.610001,171.259995,31.030001,10.08
3/6/2019,2771.449951,49.709999,32.759998,16.42,56.150002,55.119999,117.089996,125.120003,83.959999,31.379999,79.279999,123.529999,42.700001,114.849998,359.609985,39.029999,98.93,139.089996,91.220001,0,111.75,80.040001,172.509995,30.799999,9.87
3/7/2019,2748.929932,49.59,32.220001,16.190001,55.380001,54.66,115.709999,122.220001,82.919998,31,80.160004,121.940002,42.630001,114.010002,352.600006,38.259998,98.550003,138.240005,91.510002,0,110.389999,80.650002,169.130005,30.120001,9.49
3/8/2019,2743.070068,49.59,31.91,16.08,54.970001,55.009998,116.540001,120.699997,82.449997,30.620001,79.010002,121.620003,42.25,113.809998,349.600006,38.919998,98.410004,138.059998,91.940002,0,110.510002,80,169.600006,30.040001,9.48
3/11/2019,2783.300049,51.119999,32.049999,16.51,55.43,55.459999,116.879997,120.25,82.800003,31.200001,79.779999,123.620003,42.330002,114.75,358.859985,39.34,99.580002,138.559998,92.160004,0,112.830002,81.260002,172.070007,30.870001,9.96
3/12/2019,2791.52002,50.669998,30.92,16.5,55.259998,55.349998,116.290001,120.690002,83.410004,30.959999,80,123.900002,42.459999,114.730003,356.269989,39.169998,100.050003,139.179993,92.25,0,113.620003,81.32,171.919998,31.16,9.88
3/13/2019,2810.919922,51.02,31.84,16.83,56.09,55.080002,117.120003,120.190002,83.669998,31.379999,80.709999,124.669998,43.830002,114.089996,361.209991,40.119999,101.18,139.410004,93.050003,0,114.5,81.120003,173.369995,31.299999,10.05
3/14/2019,2808.47998,50.939999,32.130001,16.709999,56.43,55.16,116.449997,119.620003,85,31.469999,80.440002,124.599998,43.950001,114.480003,358.820007,40.119999,101.32,138.020004,94.099998,0,114.589996,81.089996,170.169998,31.030001,11.28
3/15/2019,2822.47998,51.189999,31.43,16.74,56.610001,55.549999,117.18,122.32,85.760002,31.379999,80.150002,125.309998,43.869999,114.959999,361.459991,40.32,102.440002,137.600006,93.5,0,115.910004,81.989998,165.979996,31.219999,11.16
3/18/2019,2832.939941,50.740002,31.379999,16.629999,57.349998,56.16,118.300003,124.959999,86.209999,31.379999,81.080002,125.879997,44.240002,113.120003,363.440002,40.790001,101.510002,137.169998,94.32,0,117.57,81.709999,160.470001,31.08,10.94
3/19/2019,2832.570068,50.959999,31.59,16.620001,57.119999,56.110001,117.440002,125.75,85.699997,31.33,80.870003,125.279999,44.470001,110,358.779999,40.18,101.900002,138.440002,94.459999,0,117.650002,81.169998,161.570007,31.27,10.63
3/20/2019,2824.22998,49.869999,30.959999,16.309999,56.529999,55.869999,116,123.669998,84.919998,31.23,81.32,124.690002,44.529999,109.989998,375.220001,39.939999,101.720001,137.289993,95.099998,0,117.519997,79.839996,165.440002,32.57,10.94
3/21/2019,2854.879883,50.299999,31.450001,16.299999,57.259998,56.5,117.769997,125.059998,85.790001,31.629999,81.790001,125.860001,44.529999,108.660004,377.869995,39.880001,102.489998,138.100006,96.199997,0,120.220001,80.779999,166.080002,32.610001,11.01
3/22/2019,2800.709961,49.759998,30.57,15.93,56.419998,55.619999,115.580002,124.5,84.57,31.1,80.480003,123.089996,43.950001,108.230003,361.01001,39.84,101.660004,136.910004,94.169998,0,117.050003,78.739998,164.339996,33.02,10.73
3/25/2019,2798.360107,49.029999,30.209999,15.67,56.650002,55.169998,114.5,123.660004,84.019997,30.83,79.919998,122.889999,43.529999,107.790001,366.230011,40.52,101.959999,136.610001,94.57,0,117.660004,79.629997,166.289993,32.59,10.72
3/26/2019,2818.459961,49.09,30.209999,15.78,51.709999,54.48,113.110001,123.559998,83.5,31.32,80.959999,124.129997,43.82,110.139999,359.970001,40.389999,103.019997,138.570007,95.739998,0,117.910004,81.379997,167.679993,33.060001,10.76
3/27/2019,2805.370117,49.970001,30.940001,16.139999,50.66,53.939999,110.989998,122.169998,82.449997,31.280001,80.339996,122.790001,43.59,110.279999,353.369995,40.75,102.900002,138.699997,95.599998,0,116.769997,80.809998,165.869995,32.279999,10.64
3/28/2019,2815.439941,50.32,30.9,16.18,50.34,54.330002,112.449997,124.080002,83.209999,31.16,80.739998,123.019997,43.630001,110.709999,354.609985,40.259998,103.550003,138.880005,95.529999,0,116.93,80.519997,165.550003,32.869999,10.79
3/29/2019,2834.399902,51.650002,31.76,16.360001,50.720001,54.959999,114.620003,125.089996,83.110001,31.08,80.800003,123.18,43.720001,111.029999,356.559998,39.990002,104.050003,139.789993,95.32,0,117.940002,80.099998,166.690002,32.880001,11.02
4/1/2019,2867.189941,52.18,32.349998,16.610001,52.189999,56.110001,115.610001,127.449997,84.150002,31.709999,81.730003,124.940002,44.09,112.510002,366.959991,39.990002,103.639999,138.979996,94.709999,0,119.019997,82.120003,168.699997,33.439999,11.36
4/2/2019,2867.23999,55.330002,32.990002,16.809999,52.369999,56.5,116.260002,128.5,85.040001,32.32,81.379997,124.93,44.23,111.959999,367.720001,39.130001,103.75,137.710007,94.910004,0,119.190002,82.629997,174.199997,33.75,11.22
4/3/2019,2873.399902,57,33.709999,16.77,53.189999,56.759998,116.629997,131.589996,86.790001,32.310001,80.900002,123.889999,44.23,112.519997,369.75,39.389999,103.690002,137.169998,95.690002,0,119.970001,83.160004,173.539993,34.380001,11.16
4/4/2019,2879.389893,57.220001,33.93,16.6,53.099998,56.73,115.870003,132.199997,87.309998,32.119999,82.050003,124.800003,44.150002,114.75,367.880005,39.91,103.43,135.570007,95.540001,0,119.360001,83.139999,176.020004,34.419998,11.28
4/5/2019,2892.73999,57.73,34.060001,16.639999,53.07,57.130001,117.269997,134.059998,87.440002,32.209999,82.489998,126.419998,44.529999,115,365.48999,40.02,103.650002,136.179993,95.599998,0,119.889999,83.760002,175.720001,34.720001,11.84
4/8/2019,2895.77002,57.709999,33.880001,16.58,52.509998,57.290001,118.419998,134.910004,88.18,32.18,83,126.68,45.23,114.959999,361.410004,40.709999,104.970001,136.139999,95.629997,0,119.93,84.050003,174.929993,34.860001,12.27
4/9/2019,2878.199951,56.950001,33.310001,16.34,51.900002,55.880001,115.32,132.649994,87.099998,31.309999,81.93,125.540001,44.990002,116.860001,364.709991,40.599998,104.660004,135.570007,96.690002,0,119.279999,83.379997,177.580002,35.139999,12.35
4/10/2019,2888.209961,57.860001,34.02,16.92,52.27,56.5,116.510002,132.75,87.989998,31.93,81.559998,125.489998,45.040001,117.160004,363.920013,40.73,104.650002,135.580002,96.660004,0,120.190002,83.440002,177.820007,34.75,12.02
4/11/2019,2888.320068,58.389999,34.810001,17.139999,52.470001,57.48,118.940002,133.25,88.529999,31.879999,81.949997,125.989998,44.869999,116.599998,367.649994,41.07,104.75,135.210007,96.050003,0,120.330002,83.440002,177.509995,34.580002,11.9
4/12/2019,2907.409912,58.049999,34.689999,17.040001,53.57,58.599998,121.940002,134.649994,88.730003,31.9,80.919998,119.760002,44.669998,130.059998,351.140015,42.18,105.059998,135.979996,95.550003,0,120.949997,80.379997,179.100006,34.369999,11.97
4/15/2019,2905.580078,57.450001,33.75,16.93,53.740002,58.669998,122.459999,134.369995,88.169998,31.59,80.650002,120.139999,44.669998,132.039993,348.869995,41.630001,105.730003,136.520004,94.080002,0,121.050003,81.650002,179.649994,34.709999,11.85
4/16/2019,2907.060059,58.110001,34.029999,16.879999,54.799999,59.560001,124.110001,135.800003,88.150002,31.360001,81.199997,121.169998,44.48,129.899994,359.459991,41.740002,106.419998,138.020004,94.110001,0,120.769997,81.959999,178.869995,34.459999,11.69
4/17/2019,2900.449951,58.43,34.380001,16.98,54.540001,57.84,123.239998,135.929993,87.760002,31.02,81.43,120.269997,44.619999,131.75,354.73999,42.169998,105.849998,138.520004,94.339996,0,121.769997,81.220001,178.779999,34.48,11.75
4/18/2019,2905.030029,58.169998,34.369999,16.959999,53.630001,56.919998,120.989998,134.410004,87.230003,31.1,81.129997,119.860001,44.389999,132.449997,360.350006,42.25,106.050003,137.520004,94.709999,62,123.370003,82.040001,178.279999,34.400002,11.67
4/22/2019,2907.969971,57.75,33.48,16.83,53.07,56.599998,120.410004,135.860001,87.910004,30.6,82.900002,121.900002,45.040001,131.679993,377.339996,40.860001,106.010002,137.830002,94.779999,65.699997,123.760002,83,181.440002,34.389999,11.53
4/23/2019,2933.679932,58.240002,33.970001,17.549999,53.75,57.299999,122.480003,136.279999,87.910004,31.26,83.379997,122.019997,45.02,133.360001,381.890015,41.040001,103.160004,139.899994,95.089996,69,125.440002,83.629997,183.779999,39.77,11.99
4/24/2019,2927.25,57.849998,33.990002,18.190001,53.73,56.98,121.5,135.479996,87.5,31.6,81.760002,118.279999,44.130001,135.100006,374.230011,41.5,103.690002,139.199997,95.279999,63.200001,125.010002,84.199997,182.580002,39.290001,11.26
4/25/2019,2926.169922,56.709999,33.41,18.030001,53.830002,56.799999,120.760002,135.679993,87.629997,31.43,82.220001,117.900002,43.959999,137.240005,368.329987,41,103.279999,139.649994,95.349998,65,129.149994,84.290001,193.259995,38.48,10.79
4/26/2019,2939.879883,57.110001,33.060001,18.120001,54.419998,57.27,121.160004,136.449997,88.010002,31.85,80.489998,117.099998,43.310001,139.919998,374.850006,41.529999,105.860001,140.389999,95.800003,66.220001,129.889999,80.989998,191.490005,38.669998,10.91
4/29/2019,2943.030029,57.73,33.77,18.25,54.43,57.080002,122.279999,135.970001,87.25,31.92,79.970001,117.720001,43.02,139.300003,371.829987,41.82,104.779999,139.839996,95.790001,68.169998,129.770004,82.68,194.779999,39.779999,11.22
4/30/2019,2945.830078,58.290001,34.18,18.549999,54.860001,56.389999,120.940002,136.419998,86.989998,32.080002,80.279999,120.059998,43.73,136.970001,370.540009,42.049999,106.480003,141.199997,96.529999,72.470001,130.600006,82.400002,193.399994,39.91,11.14
5/1/2019,2923.72998,57.18,33.91,18.629999,55.82,58,129.029999,138.860001,92.599998,32.360001,78.669998,117.809998,43.080002,136.380005,378.809998,41.849998,104.93,141.949997,96.120003,72.760002,127.879997,81.029999,193.029999,39.290001,11.2
5/2/2019,2917.52002,57.66,33.950001,18.629999,54.330002,56.900002,125.769997,136.889999,91.230003,32.540001,77.290001,116.379997,42.630001,134.139999,379.059998,41.970001,105.559998,141.279999,95.650002,75.5,126.209999,81.290001,192.529999,39.950001,11.24
5/3/2019,2945.639893,57.799999,34.790001,18.709999,55.18,58.25,130.889999,140.139999,93.330002,32.98,77.470001,117.269997,43.080002,134.330002,385.029999,42.389999,106.080002,142.009995,95.760002,79.18,128.899994,82.190002,195.470001,40.799999,11.8
5/6/2019,2932.469971,57.73,34.75,18.709999,54.849998,58.290001,129.169998,137.75,92.300003,31.860001,77.129997,118.400002,42.93,135,378.670013,42.360001,105.68,142.089996,96.150002,78.239998,128.149994,82.739998,193.880005,40.23,11.77
5/7/2019,2884.050049,57.169998,33.91,18.52,53.68,57.189999,127.279999,135.149994,90.489998,31.190001,76.720001,118.269997,42.220001,133.440002,370.459991,41.610001,104.699997,139.970001,95.309998,73.330002,125.519997,80.449997,189.770004,38.619999,11.17
5/8/2019,2879.419922,56.450001,33.75,18.440001,54.02,57.34,127.32,134.770004,90.699997,30.709999,76.839996,117.5,42.279999,134.990005,364.369995,41,105.07,139.789993,96.639999,77.68,125.510002,80.260002,189.539993,38.580002,10.82
5/9/2019,2870.719971,56.59,33.950001,18.34,53.939999,57.59,127.330002,135.470001,91.139999,30.68,76.769997,121.190002,41.650002,133.589996,362.75,41.25,104.239998,138.729996,96.010002,75.209999,125.5,80.279999,188.649994,38.790001,10.98
5/10/2019,2881.399902,56.619999,33.990002,18.309999,54.34,57.900002,126.07,131.710007,91.529999,30.75,76.559998,121.989998,41.5,134.039993,361.040009,40.799999,106.010002,139.050003,97,79.629997,127.129997,79.720001,188.339996,38.450001,10.49
5/13/2019,2811.870117,54.799999,32.139999,17.610001,52.779999,55.290001,121.889999,126.010002,89.370003,30.15,75.709999,120.440002,41.23,131.339996,345.26001,39.57,106.110001,137.199997,96.809998,72.540001,123.349998,76.830002,181.539993,36.59,10.11
5/14/2019,2834.409912,55.25,32.34,17.969999,53.82,56.299999,123.580002,129.869995,91.739998,30.34,75.809998,121.639999,41.549999,133.199997,345.609985,40.16,105.599998,136.820007,96.620003,73.139999,124.730003,77.330002,180.729996,36.93,10.49
5/15/2019,2850.959961,55.049999,32.16,17.83,53.790001,56.73,123.769997,131.830002,93.650002,30.73,76.370003,122.139999,41.77,134.679993,354.98999,40.299999,106.699997,136.910004,97.900002,79.760002,126.019997,78.269997,186.270004,37.900002,10.66
5/16/2019,2876.320068,55.380001,32.32,17.84,53.93,57.549999,125.720001,132.509995,94.050003,30.860001,76.360001,120.800003,42.279999,135.5,359.309998,40,108.110001,138.210007,99.339996,83.400002,128.929993,78.919998,186.990005,38.299999,11.42
5/17/2019,2859.530029,54.889999,31.74,17.809999,53.68,56.919998,124.879997,130.910004,92.93,30.26,75.910004,120.519997,42.34,135.039993,354.450012,40.200001,107.449997,138.610001,98.800003,89.980003,128.070007,77.209999,185.300003,37.5,11.49
5/20/2019,2840.22998,54.279999,30.959999,17.57,52.380001,55.889999,123.110001,127.860001,91.470001,30.08,75.900002,120.839996,42.580002,133.910004,348.109985,39.23,107.330002,138.419998,98.660004,84.669998,126.220001,75.349998,182.720001,37.150002,11.19
5/21/2019,2864.360107,54.830002,31.299999,17.870001,52.66,56.77,124.690002,129.429993,92.110001,30.559999,76.25,121.339996,42.75,134.089996,354.269989,39.470001,106.370003,138.119995,98.010002,85.440002,126.900002,75.25,184.820007,37.470001,11.54
5/22/2019,2856.27002,54.060001,29.92,17.559999,52.630001,56.810001,124.959999,127.769997,92.019997,29.75,75.559998,120.57,42.34,133.850006,359.730011,39.43,106.720001,138.759995,98.910004,82.43,127.669998,75.660004,185.320007,38.580002,11.31
5/23/2019,2822.23999,54,29.5,17.58,51.619999,55.549999,124.419998,123.910004,90.660004,29.32,73.790001,117.870003,41.34,132.729996,352.209991,38.459999,106.760002,139.789993,98.830002,78.760002,126.18,74.760002,180.869995,37.189999,11.12
5/24/2019,2826.060059,54.119999,29.17,17.469999,51.610001,55.380001,123.68,125,89.910004,29.190001,74.099998,118.709999,41.759998,132.789993,354.390015,38.279999,106.690002,138.850006,99.080002,76.25,126.239998,74.239998,181.059998,37.41,11.56
5/28/2019,2802.389893,53.880001,28.73,17.209999,51.25,55.220001,123.089996,123.699997,89.199997,28.9,72.610001,118.309998,41.48,132.619995,355.059998,38.169998,104.459999,137.070007,97.690002,77.769997,126.160004,73.809998,184.309998,37.290001,11.57
5/29/2019,2783.02002,53.209999,28.41,17.120001,51.599998,54.66,121.809998,124.419998,88.910004,28.209999,72.160004,116.769997,41.27,131.570007,349.190002,37.830002,104.190002,131.330002,97.75,75.769997,124.940002,73.540001,182.190002,36.849998,11.68
5/30/2019,2788.860107,53.029999,28.17,17.360001,51.549999,55.16,122.949997,124.650002,89.660004,28.030001,71.970001,115.379997,41.029999,132.199997,351.850006,37.98,105.330002,132.110001,97.989998,80.419998,125.730003,72.82,183.009995,37.139999,11.99
5/31/2019,2752.060059,51.5,27.23,17.23,51.189999,54.709999,121.760002,124.839996,89.440002,27.620001,70.769997,113.849998,40.720001,132.039993,343.279999,37.990002,102.910004,131.149994,99.160004,79.730003,123.68,71.830002,177.470001,36.439999,11.89
6/3/2019,2744.449951,52.099998,27.200001,17.24,51.119999,54.299999,120.699997,124.360001,88.43,27.549999,71.879997,115.989998,41.040001,132.470001,336.630005,38.27,103.800003,131.440002,101.970001,75.900002,119.839996,69.639999,164.149994,34.43,11.69
6/4/2019,2803.27002,54.310001,29.120001,17.809999,52.279999,54.259998,121.510002,128.179993,90.32,27.700001,73.589996,117.300003,41.360001,134.820007,353.399994,38.279999,104.68,133.729996,100.400002,78.739998,123.160004,72.339996,167.5,36.099998,12.95
6/5/2019,2826.149902,54.939999,30.360001,18.129999,50.889999,52.380001,118.470001,127.550003,90,27.440001,72.980003,117.650002,41.040001,135.940002,355.730011,37.98,106.730003,134.380005,100.949997,78.040001,125.830002,72.18,168.169998,36.330002,12.94
6/6/2019,2843.48999,54.689999,30.379999,17.92,51.16,51.939999,118.639999,128.600006,91,27.26,74.309998,120.68,41.610001,137.210007,357.130005,37.470001,107.379997,136.679993,101.419998,79.43,127.82,71.529999,168.330002,36.59,13.82
6/7/2019,2873.340088,55.07,30.92,18.299999,52.23,52.59,120.970001,132.520004,92.510002,27.469999,74.580002,121.480003,42.139999,138.039993,360.869995,37.220001,108.769997,138.550003,102.459999,94.050003,131.399994,72.050003,173.350006,37.93,13.87
